VCF0830,VCF9206,VCF0609,VCF9039,VCF9049,VCF9047,VCF0852,VCF9013,VCF9273,VCF0853,VCF0004,VCF0867a,VCF0606,VCF0809,VCF9016,VCF0843,VCF9041,VCF0890,VCF9042,VCF9271,VCF0310,VCF9040,VCF9272,VCF0886,VCF0888,VCF9237,VCF9270,VCF0876a,VCF9248,VCF0894,VCF0839,VCF0806,VCF0733,VCF0872,VCF0624,VCF0850,VCF0838,VCF9017,VCF0871,VCF9249,VCF9246,VCF9018
4,2,0,9,1,1,9,9,-9,9,2020,9,2,4,9,4,9,1,9,-9,3,9,-9,1,1,5,-9,1,-9,1,7,4,9,1,3,9,4,9,5,-9,-9,9
6,1,1,5,1,1,4,1,5,2,2020,5,2,2,3,6,1,1,3,3,1,5,4,1,1,1,4,2,1,2,5,4,0,3,2,1,1,3,5,3,3,3
7,2,1,5,2,2,4,1,2,1,2020,5,1,6,2,7,2,3,5,4,2,1,2,1,1,1,3,4,1,3,5,3,2,1,3,2,4,2,3,3,3,2
2,2,1,2,2,1,3,9,-9,5,2020,7,1,4,3,4,4,2,2,-9,2,9,-9,2,2,-9,-9,1,-9,2,9,4,7,3,1,0,4,9,5,-9,-9,3
7,1,2,2,1,1,2,2,2,2,2020,5,1,5,4,7,4,1,2,4,2,3,5,3,1,1,4,5,1,3,9,7,2,1,1,2,2,4,3,3,3,2
6,1,2,4,2,3,4,1,6,5,2020,4,1,7,5,5,3,2,4,2,3,2,3,2,1,2,4,5,3,3,4,7,2,1,1,1,2,2,1,3,3,1
7,2,0,9,2,1,9,9,-9,9,2020,9,2,9,9,9,9,1,9,-9,2,9,-9,1,1,1,-9,1,-9,3,9,7,9,5,2,2,4,9,5,-9,-9,9
9,1,1,2,2,2,4,3,2,2,2020,5,2,7,3,7,5,1,2,3,3,5,3,2,1,1,1,1,1,2,1,7,5,1,2,1,1,2,4,1,1,4
4,1,1,3,2,1,2,1,-9,3,2020,5,1,4,3,4,2,1,4,4,3,2,-9,2,1,1,3,1,1,2,4,1,3,1,2,0,4,3,5,3,3,2
7,1,1,4,1,1,2,2,1,1,2020,5,1,6,4,7,3,1,5,3,2,2,1,3,1,4,2,1,1,3,2,6,3,3,1,2,2,2,2,3,1,2
4,1,1,1,1,1,1,1,1,2,2020,4,2,9,2,9,5,1,2,6,2,2,6,1,2,1,5,2,3,2,6,4,9,1,3,2,4,2,3,3,3,2
5,-9,1,4,2,3,5,2,-9,2,2020,4,1,6,3,5,3,3,3,4,3,3,-9,2,1,-9,5,9,1,3,3,6,1,1,2,1,2,2,2,3,3,4
4,1,1,1,1,1,1,1,4,1,2020,5,2,4,5,5,5,1,1,3,1,1,4,1,1,1,5,1,1,1,7,1,9,1,3,3,3,5,5,3,3,2
7,1,1,4,2,2,4,5,3,1,2020,5,1,7,2,6,2,2,4,4,3,2,4,2,1,2,4,1,1,2,3,7,2,1,3,3,2,2,1,3,3,2
0,-9,3,9,9,9,5,4,-9,2,2020,7,1,0,3,0,9,9,9,-9,3,9,-9,9,9,-9,-9,9,-9,9,0,0,1,9,0,0,0,3,0,-9,-9,1
1,2,1,1,9,1,3,1,4,3,2020,1,1,9,5,4,5,1,1,4,3,5,4,1,9,-9,4,1,1,1,4,1,7,9,2,3,4,5,0,3,1,1
2,2,3,2,1,1,2,2,-9,2,2020,2,1,4,5,4,5,1,2,3,2,3,-9,1,3,4,3,1,1,1,5,1,5,5,2,3,4,4,4,1,1,1
1,1,2,1,2,1,1,1,1,5,2020,1,1,1,5,4,5,1,1,1,3,5,1,1,1,4,1,1,1,1,6,1,7,5,3,2,4,5,5,1,1,1
5,3,1,5,1,2,3,2,5,3,2020,5,1,9,3,9,2,1,5,5,2,2,3,2,2,4,4,2,1,3,9,3,0,1,1,3,4,2,2,1,3,3
1,3,2,1,1,1,5,1,1,3,2020,1,1,4,5,5,5,1,1,2,2,5,1,1,3,5,2,1,1,3,5,3,2,1,2,2,2,5,4,1,1,2
5,1,3,5,2,3,5,4,2,1,2020,5,1,6,3,5,3,3,5,4,3,1,4,3,1,2,4,1,1,3,4,7,5,1,2,2,1,3,4,1,1,5
7,2,0,9,2,2,9,9,-9,9,2020,9,1,7,9,6,9,2,9,-9,2,9,-9,2,2,1,-9,1,-9,2,1,7,9,5,1,2,4,9,5,-9,-9,9
9,3,0,9,2,3,9,9,-9,9,2020,9,1,7,9,1,9,3,9,-9,3,9,-9,3,2,4,-9,4,-9,3,1,4,9,5,2,2,9,9,4,-9,-9,9
6,2,1,5,1,2,2,1,-9,1,2020,5,1,3,2,4,1,2,5,3,3,1,-9,1,2,1,4,1,1,2,5,1,0,3,2,3,4,1,5,3,3,5
2,1,3,4,1,1,2,2,-9,2,2020,4,2,1,5,9,3,1,3,4,2,3,-9,1,1,5,4,2,1,1,7,1,9,3,2,2,3,4,4,3,3,2
6,3,1,4,1,2,4,1,5,2,2020,5,1,9,2,4,3,1,5,4,3,2,5,3,1,1,4,1,1,3,1,9,3,3,2,2,2,1,2,3,3,5
2,2,1,1,1,1,2,1,2,4,2020,4,1,2,5,2,5,1,1,2,3,5,2,1,2,4,2,1,1,2,5,1,7,1,3,3,4,5,5,3,3,1
1,2,0,9,1,1,9,9,-9,9,2020,9,2,2,9,1,9,1,9,-9,3,9,-9,1,3,5,-9,1,-9,1,7,1,9,3,2,3,4,9,5,-9,-9,9
7,2,2,5,1,2,4,5,2,2,2020,5,1,7,2,4,2,1,5,5,2,1,2,3,1,1,2,2,1,3,1,6,3,1,2,2,3,2,3,3,3,2
1,3,1,2,2,2,4,1,-9,4,2020,1,1,7,4,9,5,1,1,2,2,5,-9,1,1,1,4,1,1,2,7,9,9,3,2,2,4,4,4,1,3,1
5,3,1,5,2,1,3,1,1,2,2020,4,1,5,4,2,5,1,3,1,2,5,1,2,1,4,1,1,3,3,4,9,1,1,3,1,9,4,4,3,3,2
7,1,1,3,1,1,2,1,-9,2,2020,5,1,7,3,7,2,2,5,5,2,1,-9,2,1,1,3,2,1,3,5,1,5,3,1,1,2,1,1,3,3,2
2,1,2,2,2,1,1,1,6,4,2020,1,1,3,5,2,5,1,1,5,3,5,6,1,2,5,5,1,1,2,5,2,7,1,2,3,4,5,5,3,3,1
9,3,1,5,2,1,5,3,-9,2,2020,5,2,9,3,9,1,1,5,3,2,1,-9,2,1,1,1,2,3,2,9,4,3,3,1,2,4,2,4,3,3,2
7,2,1,4,2,3,4,3,-9,1,2020,5,1,7,2,6,3,2,4,4,3,2,-9,2,1,1,3,2,1,3,2,7,4,1,2,2,1,2,1,3,3,3
2,3,1,2,1,2,3,2,-9,2,2020,5,1,5,3,9,3,2,2,3,3,2,-9,1,1,2,2,1,1,3,5,3,0,3,1,2,3,2,5,3,3,3
1,-9,1,1,1,1,3,1,-9,5,2020,1,1,1,5,2,5,1,1,3,3,5,-9,1,1,5,5,1,1,1,7,1,3,1,2,2,4,5,5,3,1,1
1,2,2,4,1,1,1,1,-9,3,2020,4,1,9,4,5,3,1,2,4,3,5,-9,1,1,1,2,1,3,3,7,6,5,3,2,2,4,5,2,3,3,2
4,1,1,3,1,2,3,2,3,2,2020,2,1,9,3,6,2,1,3,4,2,3,4,1,1,2,3,2,1,2,9,4,1,1,2,1,2,3,3,3,3,2
5,1,1,4,2,2,3,5,-9,2,2020,5,1,7,2,7,2,1,4,4,2,2,-9,2,1,1,3,1,3,3,1,7,7,1,3,3,2,1,1,3,3,4
2,2,1,2,2,2,5,1,-9,1,2020,4,1,5,5,4,2,2,4,1,3,5,-9,2,1,1,1,1,1,2,3,7,4,1,1,9,1,5,1,3,3,2
9,2,1,2,2,2,3,2,-9,2,2020,4,1,9,4,6,4,2,3,3,2,3,-9,2,3,1,3,4,1,2,6,9,5,3,2,2,2,4,4,3,3,2
9,2,1,4,1,1,3,2,3,2,2020,4,2,9,4,4,3,1,4,5,2,3,5,1,2,4,4,1,1,1,7,4,4,3,2,2,2,5,4,1,3,2
4,1,1,3,1,2,5,2,-9,2,2020,5,1,4,3,4,2,2,4,3,2,1,-9,3,2,1,2,1,1,2,4,3,7,3,2,2,4,2,5,3,3,2
4,2,1,2,1,1,5,1,-9,3,2020,5,1,4,3,4,5,1,4,1,3,1,-9,2,1,5,1,1,1,2,3,5,5,3,2,3,4,3,2,3,3,1
4,2,2,3,1,1,5,1,4,1,2020,5,1,3,5,4,4,1,3,4,3,2,4,1,1,1,4,1,3,2,7,1,7,5,2,2,3,5,5,3,3,1
5,2,1,1,2,2,3,2,1,2,2020,4,1,3,4,6,4,1,1,1,2,2,1,2,3,5,1,1,3,1,4,9,5,3,3,2,3,1,3,3,3,3
3,2,2,2,2,1,3,1,1,2,2020,4,2,3,5,5,5,1,2,1,3,4,1,1,2,5,1,1,1,1,6,6,7,5,2,3,4,5,5,3,1,1
3,2,2,2,1,1,1,1,2,3,2020,5,2,4,5,6,5,1,1,3,3,5,2,2,1,4,3,2,1,1,4,4,2,1,3,2,3,5,5,3,1,1
5,1,2,4,2,2,4,3,2,2,2020,5,1,6,3,5,2,2,4,3,3,1,2,2,2,4,2,1,1,2,3,5,4,5,2,1,1,2,4,3,3,4
2,3,1,1,1,1,1,1,-9,5,2020,4,1,2,5,2,5,1,1,4,3,5,-9,1,3,4,4,1,1,1,7,1,5,3,2,3,4,5,5,1,1,1
5,1,2,5,2,2,5,5,3,1,2020,5,2,6,2,6,4,2,5,5,3,1,3,2,1,1,3,5,3,3,4,7,6,3,2,1,2,1,2,3,3,4
5,2,2,5,1,2,4,1,2,1,2020,4,1,5,4,9,3,1,4,2,2,3,2,2,1,1,2,5,1,3,3,5,1,1,2,1,1,1,3,3,1,4
1,2,1,1,1,2,2,1,1,2,2020,1,1,1,5,5,5,1,1,1,2,5,1,1,2,4,4,1,1,2,7,1,3,3,1,2,2,5,5,3,3,1
5,1,1,2,2,1,2,1,-9,2,2020,5,2,6,5,6,4,2,3,3,3,3,-9,1,1,2,2,1,1,2,6,6,2,1,3,2,3,5,4,3,1,2
5,2,0,9,3,1,9,9,-9,9,2020,9,1,4,9,5,9,3,9,-9,1,9,-9,3,1,2,-9,2,-9,3,5,6,9,3,2,1,2,9,3,-9,-9,9
4,2,2,2,1,1,3,1,-9,2,2020,4,1,4,5,4,2,1,3,5,3,2,-9,1,1,5,1,1,1,1,7,4,3,3,3,2,2,2,5,3,3,1
6,1,2,4,2,1,5,4,1,1,2020,5,1,6,3,2,2,3,5,3,3,2,1,3,2,2,2,5,1,3,1,6,7,1,3,1,1,2,1,3,3,5
3,2,1,1,1,1,4,1,2,3,2020,1,1,4,5,6,5,1,1,2,3,5,2,1,2,2,4,2,3,2,7,5,0,1,2,1,4,5,5,3,3,1
7,1,2,4,2,2,5,1,7,1,2020,5,2,5,3,4,2,2,4,7,3,2,7,2,2,1,7,2,1,3,3,3,7,3,2,2,3,3,3,3,3,3
4,2,3,2,2,2,4,2,-9,2,2020,5,1,5,3,4,2,1,3,4,1,2,-9,1,1,1,2,4,1,3,2,6,7,1,1,1,3,4,3,3,3,2
9,3,3,5,2,3,1,2,4,3,2020,2,1,9,3,5,1,2,5,5,1,2,1,2,2,1,4,1,1,3,9,5,9,3,1,2,9,2,3,3,3,2
4,1,1,3,2,2,3,1,-9,3,2020,5,2,4,5,9,2,2,4,5,2,3,-9,3,2,1,4,1,1,2,9,4,7,3,2,1,1,3,3,3,3,1
9,2,3,3,1,2,3,3,4,3,2020,4,2,9,3,9,3,1,3,4,1,3,4,2,2,1,4,1,1,3,9,9,6,3,3,3,4,3,3,3,3,3
6,3,3,3,2,1,3,3,1,3,2020,5,2,7,3,3,3,1,3,1,1,3,1,2,2,1,1,1,3,2,9,9,9,3,2,9,4,3,3,3,1,3
4,1,1,2,2,2,2,1,4,1,2020,5,1,9,4,9,4,1,3,4,1,2,4,2,2,2,3,1,1,2,9,9,1,5,3,2,1,4,5,3,3,2
7,2,1,5,1,2,2,1,-9,2,2020,5,1,1,3,7,1,2,5,4,3,1,-9,2,1,1,1,1,1,2,9,4,7,3,2,2,4,4,5,3,3,2
4,2,1,5,1,3,5,2,-9,1,2020,5,1,6,3,7,4,1,5,4,3,2,-9,2,1,1,3,1,1,2,4,7,5,1,3,1,2,1,4,1,1,3
3,2,2,9,2,1,9,9,-9,9,2020,9,1,9,9,6,9,1,9,-9,3,9,-9,1,1,1,-9,5,-9,1,5,4,9,1,1,1,2,9,2,-9,-9,9
3,1,1,2,2,1,2,4,-9,4,2020,5,1,4,4,1,4,1,3,5,2,3,-9,2,2,2,3,1,1,2,2,1,4,1,1,3,4,4,4,3,1,2
1,2,1,2,1,1,3,1,-9,2,2020,2,2,9,5,4,5,1,1,3,2,5,-9,1,1,2,4,1,3,1,7,3,3,3,2,2,4,5,4,1,3,1
7,2,1,5,1,2,5,2,5,1,2020,5,2,5,2,5,1,1,5,5,2,1,5,2,1,1,5,1,3,2,7,4,2,5,3,2,3,2,4,3,3,5
1,2,1,2,1,1,2,1,1,2,2020,2,1,5,5,5,3,2,2,3,3,4,2,1,1,1,5,1,3,2,7,6,4,1,2,2,3,5,5,1,3,1
4,2,1,2,1,1,5,1,-9,2,2020,4,1,4,5,5,5,1,2,2,3,5,-9,1,1,4,2,1,1,2,5,3,5,1,3,2,3,5,4,1,3,1
7,1,1,5,2,2,5,2,2,1,2020,5,1,7,2,4,2,2,5,3,2,1,3,3,1,1,2,2,3,3,1,7,1,3,2,2,3,2,4,3,3,2
2,1,1,1,1,1,2,1,-9,1,2020,1,2,5,4,4,5,1,1,3,3,5,-9,1,2,4,3,1,1,1,4,3,1,3,3,2,4,5,4,3,3,1
6,2,1,5,2,1,2,2,1,4,2020,4,1,6,3,5,5,1,3,1,3,4,1,3,1,1,1,2,1,2,3,6,2,1,1,3,4,3,5,1,1,3
2,2,1,1,1,1,4,2,2,2,2020,2,2,3,2,3,5,1,1,2,3,4,2,1,1,5,2,1,1,1,6,2,7,5,2,2,9,5,5,3,1,2
4,2,1,2,1,1,5,2,4,1,2020,5,1,4,4,4,5,1,4,4,3,3,4,1,1,4,4,1,1,1,4,2,3,3,2,1,4,5,5,3,1,2
3,2,1,1,2,1,1,1,-9,5,2020,4,1,3,5,6,5,1,1,3,2,4,-9,1,3,4,3,1,1,2,7,1,2,5,3,9,4,5,2,1,3,5
7,3,1,5,1,2,3,3,-9,3,2020,4,1,3,3,9,2,1,5,5,2,1,-9,1,2,1,2,1,3,3,7,9,9,5,1,2,3,3,5,1,3,3
6,1,3,3,2,2,5,3,2,1,2020,5,2,6,2,9,2,1,3,2,3,2,2,1,1,2,2,1,1,2,3,7,4,1,3,2,2,2,4,3,3,4
3,2,1,1,1,1,4,2,-9,2,2020,1,1,5,4,5,4,1,1,3,3,5,-9,1,3,5,3,1,1,1,5,3,2,5,2,3,4,4,5,1,1,2
4,1,2,4,2,2,5,4,-9,4,2020,5,1,4,2,6,4,1,5,4,3,1,-9,2,2,-9,4,9,1,2,4,4,3,9,3,9,2,1,1,1,1,5
7,3,1,5,1,2,2,1,1,1,2020,5,1,1,5,4,3,1,5,1,2,1,1,1,1,4,1,1,1,1,9,1,2,5,2,9,2,2,3,3,3,3
6,3,1,2,1,2,4,2,4,2,2020,5,2,5,3,9,2,1,4,3,2,2,3,2,1,4,5,2,1,2,9,5,3,3,2,2,4,2,3,3,1,4
9,2,3,3,2,2,3,3,-9,3,2020,4,2,9,3,9,3,3,3,3,2,3,-9,2,2,1,5,1,3,2,9,9,9,3,3,3,3,3,3,3,3,3
1,3,2,2,1,1,1,1,-9,4,2020,2,2,2,5,1,5,1,2,2,3,4,-9,1,2,4,3,1,1,1,6,3,5,5,2,3,4,4,4,1,1,1
9,2,1,3,1,1,1,5,1,1,2020,4,1,3,5,9,2,1,2,1,3,3,1,1,1,5,1,1,1,1,6,3,7,1,3,3,4,5,5,1,1,1
1,1,2,1,1,1,4,1,-9,1,2020,2,1,3,5,5,5,1,1,2,3,5,-9,1,2,2,4,1,1,3,7,1,5,1,3,2,4,5,5,3,3,1
3,1,0,9,1,2,9,9,-9,9,2020,9,1,6,9,7,9,2,9,-9,3,9,-9,3,1,1,-9,2,-9,3,1,7,9,1,2,1,4,9,5,-9,-9,9
6,2,1,5,2,2,4,2,-9,2,2020,5,1,6,3,5,2,2,5,5,2,2,-9,2,2,1,4,4,1,3,3,5,9,1,2,1,2,2,3,3,3,4
6,1,1,4,1,3,5,2,3,1,2020,5,1,6,4,6,4,3,4,3,2,2,3,2,1,1,3,1,1,2,2,7,7,1,2,1,2,4,3,3,1,2
1,1,1,5,2,2,5,5,1,1,2020,5,1,9,3,6,3,3,5,3,2,1,1,2,2,1,2,9,3,2,9,7,2,3,3,1,1,1,3,3,3,5
2,2,1,4,1,2,5,1,-9,1,2020,7,2,5,4,6,9,3,2,3,3,3,-9,1,1,1,3,1,1,2,3,5,3,3,2,9,0,9,2,1,1,5
5,2,1,5,1,1,5,1,2,1,2020,4,1,5,3,6,1,1,5,3,3,1,2,1,1,2,2,1,3,2,5,4,1,1,2,1,2,2,3,3,3,3
6,3,2,5,1,1,2,2,3,2,2020,5,1,7,4,4,5,1,4,4,3,2,4,2,1,2,4,1,1,3,4,3,5,5,1,3,4,1,5,1,1,2
5,2,2,1,1,1,5,1,4,1,2020,1,1,5,5,7,5,1,2,4,3,4,4,1,1,2,3,1,1,1,7,5,5,1,3,1,2,5,5,3,3,1
7,2,1,3,2,2,3,2,3,1,2020,4,1,4,4,4,2,2,4,3,1,1,4,2,1,4,2,1,3,3,4,3,3,1,2,2,2,4,4,3,3,2
5,2,1,5,2,2,1,1,4,2,2020,5,1,5,1,6,2,2,4,4,2,2,4,2,2,1,4,1,3,3,4,5,7,5,2,2,3,5,3,3,3,5
9,3,1,5,2,2,3,3,-9,3,2020,1,1,9,3,9,1,2,5,1,1,1,-9,2,1,1,1,1,3,3,9,1,9,1,1,3,4,3,4,1,3,3
3,2,1,1,2,2,2,2,1,1,2020,4,1,9,2,9,4,2,4,4,3,4,3,1,1,2,2,1,1,3,4,9,9,5,3,9,4,2,3,3,1,2
4,2,1,5,1,1,4,1,2,2,2020,5,2,2,5,5,3,1,5,5,3,1,3,1,2,5,5,1,1,2,6,1,5,5,3,2,4,5,5,3,1,1
4,1,3,1,1,1,5,1,-9,3,2020,2,1,3,4,4,5,1,2,2,3,5,-9,1,2,2,2,1,1,1,4,3,9,3,3,2,4,5,4,1,3,2
1,1,1,1,1,1,1,1,1,1,2020,1,2,1,1,7,3,1,1,1,3,1,1,1,1,4,1,1,3,1,7,1,9,1,3,1,2,1,4,1,3,1
2,1,1,2,1,2,4,2,1,2,2020,5,1,7,4,7,3,1,3,3,3,3,2,1,1,1,1,1,1,2,9,7,5,1,3,1,2,2,1,3,3,3
5,1,1,4,2,1,5,4,4,2,2020,5,1,5,3,4,3,3,5,4,3,2,5,2,1,1,4,1,1,3,3,6,7,5,2,3,4,1,5,1,1,5
5,2,1,4,2,1,3,3,-9,3,2020,4,1,4,4,4,3,2,4,4,3,2,-9,2,2,1,4,2,1,3,3,3,1,1,2,2,4,3,4,3,3,3
3,2,1,2,2,1,3,1,-9,2,2020,5,2,5,5,3,4,1,2,5,1,4,-9,2,2,4,3,1,1,2,9,6,6,1,1,2,1,4,5,3,1,1
7,1,1,5,1,2,5,1,1,1,2020,5,1,7,4,7,1,1,5,5,1,1,3,2,1,1,2,1,1,2,1,7,0,1,1,2,2,3,3,3,3,3
3,3,0,9,2,1,9,9,-9,9,2020,9,2,5,9,5,9,1,9,-9,2,9,-9,1,2,4,-9,1,-9,2,4,5,9,3,2,1,9,9,4,-9,-9,9
4,2,1,2,1,1,3,2,-9,2,2020,5,2,7,3,6,3,1,3,4,2,2,-9,2,1,1,4,1,1,1,4,4,2,1,2,2,3,2,5,1,1,2
3,2,2,2,1,1,3,1,1,5,2020,2,2,6,4,4,5,1,1,2,2,5,2,1,2,2,3,1,1,2,7,3,7,3,1,2,4,3,4,3,1,1
2,1,2,1,2,1,4,1,2,2,2020,2,2,2,5,2,5,1,2,4,3,5,3,1,3,5,3,1,1,1,5,2,3,5,2,2,4,5,5,1,1,2
4,2,1,4,1,1,1,1,-9,1,2020,5,2,1,5,5,5,1,5,6,3,2,-9,1,1,1,6,1,1,2,7,1,2,5,2,2,4,2,5,3,3,1
3,1,2,4,1,1,2,1,-9,1,2020,4,1,3,3,5,4,1,3,3,3,2,-9,1,1,2,2,2,3,3,6,3,4,3,2,1,2,2,5,3,3,2
3,-9,1,2,1,1,2,5,-9,4,2020,7,2,2,4,3,9,1,9,-9,3,4,-9,1,2,-9,-9,2,-9,1,5,2,2,5,3,3,4,9,4,-9,1,3
5,2,2,4,2,1,5,4,3,1,2020,5,1,4,2,4,4,2,2,4,2,2,3,2,1,4,4,1,1,3,4,6,2,1,3,2,2,2,5,3,1,2
6,2,1,4,2,2,4,4,-9,2,2020,4,1,6,2,6,3,2,3,3,2,2,-9,2,1,2,3,4,3,3,3,4,9,3,2,9,3,2,2,3,3,4
4,2,1,3,2,2,2,1,2,1,2020,5,1,5,2,4,2,1,4,5,3,1,2,2,1,1,3,1,3,3,3,1,9,1,2,9,4,2,4,3,3,4
1,2,2,1,1,1,5,1,4,5,2020,1,2,3,5,3,5,1,1,4,3,5,4,1,2,5,4,1,1,1,5,1,3,5,3,3,4,5,4,3,1,1
4,3,3,2,1,2,2,2,-9,1,2020,4,2,4,3,3,4,2,2,5,1,2,-9,1,1,2,2,1,3,3,3,5,1,1,2,2,4,2,3,3,3,3
9,1,3,3,1,1,1,1,4,1,2020,1,1,9,3,9,3,1,3,5,1,3,4,2,1,1,5,1,3,3,7,1,2,1,3,1,2,1,1,3,3,1
6,2,0,9,1,1,9,9,-9,9,2020,9,1,1,9,5,9,1,9,-9,1,9,-9,1,1,1,-9,5,-9,1,7,4,9,3,2,1,2,9,5,-9,-9,9
3,1,1,1,2,1,2,1,-9,4,2020,2,2,2,5,1,5,1,1,4,2,5,-9,1,2,5,4,1,1,1,4,2,2,5,2,3,4,5,5,1,1,1
3,2,1,2,2,1,2,1,2,3,2020,4,1,4,4,3,4,1,4,3,2,4,3,2,2,2,2,1,1,2,5,3,1,3,2,2,4,4,4,1,1,2
1,2,1,4,1,2,3,1,-9,3,2020,4,2,1,5,1,2,2,4,1,3,2,-9,1,1,5,1,1,1,3,7,9,5,1,1,1,4,5,5,3,1,1
7,1,3,5,1,2,4,5,4,3,2020,2,1,7,2,5,3,1,5,4,2,2,4,2,1,2,4,1,3,3,2,6,1,1,2,2,2,3,2,1,3,4
4,1,1,3,1,2,3,4,-9,2,2020,4,1,5,3,7,2,2,3,4,3,2,-9,2,1,1,2,2,1,3,9,7,7,1,3,2,2,2,3,3,3,3
4,3,1,4,2,1,3,3,-9,1,2020,5,2,7,4,6,3,1,3,4,3,2,-9,2,1,2,3,2,3,3,9,7,3,1,2,1,2,3,1,3,3,2
6,1,1,4,1,3,5,1,6,1,2020,5,1,5,2,4,1,3,5,2,3,1,6,2,1,1,4,4,1,3,1,6,4,1,3,1,2,4,5,3,3,2
1,2,1,1,1,1,1,1,-9,1,2020,4,1,1,5,5,1,1,1,4,3,1,-9,1,1,1,4,1,3,1,7,1,7,5,2,2,4,5,5,3,3,1
3,3,1,3,1,2,4,3,-9,2,2020,4,1,5,4,4,4,2,2,2,3,4,-9,2,1,2,2,1,1,2,3,5,7,1,2,2,2,1,3,3,3,4
2,2,1,2,2,1,4,2,-9,2,2020,4,2,3,4,4,5,1,1,3,3,3,-9,1,2,2,3,1,1,2,9,4,4,1,2,2,4,4,4,1,1,2
4,2,1,3,2,1,1,1,3,1,2020,5,1,4,5,4,3,1,4,3,3,1,3,1,1,4,3,1,1,2,3,7,7,5,3,2,2,5,4,3,1,1
9,3,1,3,2,2,4,2,-9,4,2020,2,2,9,4,9,3,2,3,4,1,3,-9,2,2,1,4,2,1,2,9,9,9,3,2,3,1,2,3,1,1,4
9,2,3,3,1,1,3,1,-9,1,2020,5,1,4,5,7,3,1,3,6,3,1,-9,3,1,1,5,1,1,3,6,1,7,1,2,2,4,4,5,3,3,2
1,2,3,1,1,1,3,2,4,3,2020,1,1,3,4,1,5,1,1,4,3,5,4,1,3,4,4,1,1,1,5,1,3,3,3,3,4,4,3,1,1,2
7,2,1,5,1,1,4,1,-9,4,2020,5,1,7,5,7,2,2,5,4,2,3,-9,2,1,1,4,1,3,1,7,7,2,5,3,2,2,4,5,3,3,2
5,2,0,9,1,1,9,9,-9,9,2020,9,1,4,9,5,9,1,9,-9,2,9,-9,2,1,1,-9,4,-9,3,9,6,9,1,3,2,4,9,1,-9,-9,9
7,1,3,5,2,1,4,2,-9,1,2020,5,2,6,2,5,2,1,5,5,2,1,-9,2,2,1,3,2,1,2,5,5,5,1,2,2,3,2,3,1,3,2
4,2,1,1,1,1,2,2,2,3,2020,4,2,4,4,6,4,1,2,5,2,4,2,1,1,2,3,1,1,1,4,4,6,3,2,3,4,2,3,3,1,2
9,2,0,9,1,1,9,9,-9,9,2020,9,1,9,9,4,9,1,9,-9,2,9,-9,2,1,1,-9,1,-9,1,7,9,9,5,2,2,4,9,4,-9,-9,9
4,1,2,1,1,1,4,2,-9,1,2020,1,1,4,5,9,5,1,2,4,3,4,-9,1,1,1,1,2,1,1,4,4,3,1,2,2,4,5,5,3,3,2
5,2,1,5,1,1,5,1,3,2,2020,4,1,6,3,5,1,1,5,3,1,1,3,2,1,5,3,1,1,2,3,4,3,5,1,3,4,4,1,3,3,1
1,2,2,4,1,1,2,1,-9,1,2020,1,1,4,5,7,1,1,3,1,2,1,-9,1,1,5,1,1,1,2,7,1,3,1,2,1,1,5,1,3,3,1
1,1,2,1,2,1,2,1,-9,5,2020,4,1,3,4,2,5,1,1,4,3,5,-9,1,2,5,6,1,1,1,6,2,7,5,2,3,4,5,5,1,3,1
5,1,1,5,2,3,5,1,1,1,2020,5,2,7,5,7,1,3,5,1,3,1,1,2,1,1,1,5,1,3,9,9,7,1,2,1,1,1,1,3,3,2
4,2,2,5,1,1,1,1,-9,4,2020,4,1,4,4,4,5,1,4,4,3,5,-9,1,3,2,4,1,3,3,4,4,7,5,3,2,4,5,4,3,1,2
4,2,3,2,1,1,4,2,-9,3,2020,4,2,6,3,3,4,1,3,3,2,3,-9,1,1,1,5,1,1,2,5,2,2,5,2,3,4,3,3,3,1,4
9,1,1,3,1,2,3,3,3,3,2020,1,3,3,3,5,3,2,3,4,3,3,3,2,2,1,4,1,3,2,7,5,3,3,3,2,2,3,3,3,3,3
4,2,1,5,2,2,4,3,3,2,2020,5,1,7,2,5,2,1,4,3,2,2,3,3,2,1,3,1,1,3,9,7,2,1,2,2,2,2,2,3,3,3
7,2,1,5,1,2,3,3,-9,2,2020,5,1,6,3,4,1,2,5,6,3,1,-9,2,1,1,4,2,1,2,4,5,2,1,2,2,3,4,2,1,3,3
3,1,2,2,1,2,5,3,-9,1,2020,4,2,6,2,5,5,1,2,2,2,3,-9,2,1,4,2,2,1,2,4,5,1,3,3,2,2,2,3,3,1,3
3,2,2,2,1,1,4,2,-9,1,2020,4,2,4,5,5,5,2,2,1,3,3,-9,2,1,4,2,1,1,2,5,6,5,3,3,2,4,5,4,3,1,2
4,1,3,3,1,1,2,2,3,2,2020,2,2,4,2,6,1,1,2,4,2,2,1,1,1,2,2,5,3,1,7,4,2,5,1,1,3,3,4,1,1,1
3,2,1,2,1,1,5,1,1,1,2020,4,2,3,5,4,4,1,2,5,3,4,3,2,1,2,4,1,1,2,6,1,7,3,1,2,4,5,3,3,1,1
4,2,3,2,1,1,1,2,-9,2,2020,2,1,4,4,4,3,1,2,3,3,3,-9,1,1,4,3,1,3,2,5,1,5,3,3,2,4,3,4,3,3,2
